"LibraryID","PreviousVersion","NewestVersion","AddedDeps","RemovedDeps","AddedDepsCount","RemovedDepsCount","Change","NetChange"
"ch.qos.logback:logback-access","0.9.3","0.9.4","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-access","0.9.4","0.9.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-access","0.9.5","0.9.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-access","0.9.6","0.9.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-access","0.9.7","0.9.8","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-access","0.9.8","${parent.version}","[""com.caucho:resin""]","[""javax.mail:mail"",""hsqldb:hsqldb"",""janino:janino""]","1","3","Changed","-2"
"ch.qos.logback:logback-classic","0.8","0.9","[""javax.servlet:servlet-api""]","[]","1","0","Changed","1"
"ch.qos.logback:logback-classic","0.9","0.8.1","[]","[""javax.servlet:servlet-api""]","0","1","Changed","-1"
"ch.qos.logback:logback-classic","0.8.1","0.9.1","[""javax.servlet:servlet-api""]","[]","1","0","Changed","1"
"ch.qos.logback:logback-classic","0.9.1","0.9.2","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.9.2","0.9.3","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.9.3","0.9.4","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.9.4","0.9.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.9.5","0.9.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.9.6","0.9.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.9.7","0.9.8","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.8","0.9","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9","0.8.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.8.1","0.9.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9.1","0.9.2","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9.2","0.9.3","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9.3","0.9.4","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9.4","0.9.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9.5","0.9.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9.6","0.9.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.9.7","0.9.8","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.8","0.9","[""javax.servlet:servlet-api""]","[]","1","0","Changed","1"
"ch.qos.logback:logback-examples","0.9","0.8.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.8.1","0.9.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.9.1","0.9.2","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.9.2","0.9.3","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.9.3","0.9.4","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.9.4","0.9.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.9.5","0.9.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.9.6","0.9.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.9.7","0.9.8","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.8","0.9","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9","0.8.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.8.1","0.9.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9.1","0.9.2","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9.2","0.9.3","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9.3","0.9.4","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9.4","0.9.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9.5","0.9.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9.6","0.9.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.9.7","0.9.8","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.8","0.9","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9","0.8.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.8.1","0.9.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9.1","0.9.2","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9.2","0.9.3","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9.3","0.9.4","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9.4","0.9.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9.5","0.9.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9.6","0.9.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.9.7","0.9.8","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-skin","0.8","0.9","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-skin","0.9","0.8.1","[]","[]","0","0","No Change","0"
"com.agical.rmock:rmock","2.0.0","2.0.1","[]","[]","0","0","No Change","0"
"com.agical.rmock:rmock","2.0.1","2.0.2","[]","[]","0","0","No Change","0"
"com.agilejava.docbkx:docbkx","2.0.6","2.0.7","[]","[]","0","0","No Change","0"
"com.agilejava.docbkx:docbkx-maven-base","2.0.6","2.0.7","[]","[]","0","0","No Change","0"
"com.agilejava.docbkx:docbkx-maven-plugin","2.0.6","2.0.7","[]","[]","0","0","No Change","0"
"com.artofsolving:jodconverter","2.1.1","2.2.0","[""org.slf4j:slf4j-jdk14"",""junit:junit"",""com.thoughtworks.xstream:xstream"",""org.slf4j:slf4j-api""]","[""xstream:xstream"",""commons-logging:commons-logging""]","4","2","Changed","2"
"com.envoisolutions.sxc:sxc","0.5","0.6","[""org.codehaus.woodstox:wstx-asl""]","[]","1","0","Changed","1"
"com.envoisolutions.sxc:sxc-core","0.5","0.6","[""com.envoisolutions.sxc:sxc-runtime""]","[]","1","0","Changed","1"
"com.envoisolutions.sxc:sxc-drools","0.5","0.6","[""org.codehaus.woodstox:wstx-asl""]","[]","1","0","Changed","1"
"com.envoisolutions.sxc:sxc-jaxb","0.5","0.6","[""org.codehaus.woodstox:wstx-asl""]","[]","1","0","Changed","1"
"com.envoisolutions.sxc:sxc-xpath","0.5","0.6","[""org.codehaus.woodstox:wstx-asl""]","[]","1","0","Changed","1"
"com.evaserver:eva-properties","0.3","0.2.1","[]","[]","0","0","No Change","0"
"com.evaserver:eva-properties","0.2.1","0.2.2","[]","[]","0","0","No Change","0"
"com.google.code.p.arat:rat-lib","0.5","0.4.1","[]","[""org.apache.ant:ant"",""commons-lang:commons-lang""]","0","2","Changed","-2"
"com.google.code.p.arat:rat-lib","0.4.1","0.5.1","[""commons-lang:commons-lang"",""org.apache.ant:ant""]","[]","2","0","Changed","2"
"com.h2database:h2","1.0.57","1.0.58","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.58","1.0.59","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.59","1.0.60","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.60","1.0.61","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.61","1.0.62","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.62","1.0.63","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.63","1.0.64","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.64","1.0.20070304","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.20070304","1.0.20070429","[]","[]","0","0","No Change","0"
"com.h2database:h2","1.0.20070429","1.0.20070617","[]","[]","0","0","No Change","0"
"com.healthmarketscience:openhms-parent","1.0.0","1.0.1","[]","[]","0","0","No Change","0"
"com.healthmarketscience:openhms-parent","1.0.1","1.0.2","[]","[]","0","0","No Change","0"
"com.healthmarketscience:openhms-parent","1.0.2","1.0.3","[]","[]","0","0","No Change","0"
"com.healthmarketscience:openhms-parent","1.0.3","1.0.4","[]","[]","0","0","No Change","0"
"com.intellij:annotations","6.0.3","6.0.5","[]","[]","0","0","No Change","0"
"com.intellij:forms_rt","6.0.3","6.0.5","[]","[]","0","0","No Change","0"
"com.intellij:javac2","6.0.3","6.0.5","[]","[]","0","0","No Change","0"
"com.javaexchangeconnector:jec","1.53_11","1.53_12","[""jdom:jdom""]","[""org.jdom:jdom""]","1","1","Changed","0"
"com.javaexchangeconnector:jec","1.53_12","1.52_13","[""org.jdom:jdom"",""junit:junit""]","[""jdom:jdom""]","2","1","Changed","1"
"com.javaexchangeconnector:jec","1.52_13","1.52_01","[]","[""log4j:log4j"",""org.jdom:jdom"",""commons-logging:commons-logging"",""junit:junit""]","0","4","Changed","-4"
"com.jidesoft:jide-oss","2.0.4","2.1.1","[]","[]","0","0","No Change","0"
"com.lowagie:itext","2.0.6","2.0.7","[""bouncycastle:bcprov-jdk14"",""bouncycastle:bcmail-jdk14""]","[]","2","0","Changed","2"
"com.melloware:jintellitype","1.2","1.2.1","[]","[]","0","0","No Change","0"
"com.mobilvox.ossi.mojo:maven-js-plugin","1.0","1.1","[]","[]","0","0","No Change","0"
"com.mobilvox.ossi.mojo:maven-js-plugin","1.1","1.2","[]","[]","0","0","No Change","0"
"com.mobilvox.ossi.mojo:maven-js-plugin","1.2","1.3","[]","[]","0","0","No Change","0"
"com.mobilvox.ossi.mojo:maven-js-plugin","1.3","1.1.1","[]","[]","0","0","No Change","0"
"com.mobilvox.ossi.mojo:maven-js-plugin","1.1.1","1.2-beta","[]","[]","0","0","No Change","0"
"com.nordija.tapestry.bayeux:tapestry-bayeux","2.0.0","2.0.0-beta2","[]","[""jfree:jfreechart""]","0","1","Changed","-1"
"com.octo.captcha:jcaptcha-all","1.0-RC6","1.0-RC5","[]","[]","0","0","No Change","0"
"com.octo.captcha:jcaptcha-all","1.0-RC5","1.0-RC4","[]","[]","0","0","No Change","0"
"com.opensymphony:xwork","2.0.4","2.1.0","[]","[]","0","0","No Change","0"
"com.parasoft.jtest:jtest","7.5.72","8.0.122","[]","[]","0","0","No Change","0"
"com.servprise.maven.plugins:maven-jython-plugin","0.1","0.2","[]","[]","0","0","No Change","0"
"com.servprise.webreboot:webreboot_api","1.1","1.0.1","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.1.0","1.1.1","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.1.1","1.1.2","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.1.2","1.1.3","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.1.3","1.1.4","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.1.4","1.1.5","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.1.5","1.1.6","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.1.6","1.0.27","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.0.27","1.0.29","[]","[]","0","0","No Change","0"
"com.sun.japex.jdsl:jdsl","1.0.29","1.0.30","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.1.0","1.1.1","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.1.1","1.1.2","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.1.2","1.1.3","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.1.3","1.1.4","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.1.4","1.1.5","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.1.5","1.1.6","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.1.6","1.0.27","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.0.27","1.0.29","[]","[]","0","0","No Change","0"
"com.sun.japex:japex","1.0.29","1.0.30","[]","[]","0","0","No Change","0"
"com.sun.phobos:freemarker","2.3.6","2.3.9","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-debugger-api","0.5.8","0.5.10","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-debugger-api","0.5.10","0.5.11","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-jsext","0.5.8","0.5.10","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-jsext","0.5.10","0.5.11","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-rhino","0.5.8","0.5.10","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-rhino","0.5.10","0.5.11","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-runtime","0.5.8","0.5.10","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-runtime","0.5.10","0.5.11","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-webapp","0.5.8","0.5.10","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-webapp","0.5.10","0.5.11","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-webservices","0.5.8","0.5.10","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-webservices","0.5.10","0.5.11","[]","[]","0","0","No Change","0"
"com.sun.phobos:phobos-xmlbeans","0.5.8","0.5.10","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-impl","2.0.5","2.1.1","[]","[""javax.xml.bind:jsr173_api"",""javax.activation:activation""]","0","2","Changed","-2"
"com.sun.xml.bind:jaxb-impl","2.1.1","2.1.2","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-impl","2.1.2","2.1.3","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-impl","2.1.3","2.1.4","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-impl","2.1.4","2.1.5","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-xjc","2.0.5","2.1.1","[""com.sun.xml.bind:jaxb-impl""]","[]","1","0","Changed","1"
"com.sun.xml.bind:jaxb-xjc","2.1.1","2.1.2","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-xjc","2.1.2","2.1.3","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-xjc","2.1.3","2.1.4","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb-xjc","2.1.4","2.1.5","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb1-impl","2.1.1","2.1.2","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb1-impl","2.1.2","2.1.3","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb1-impl","2.1.3","2.1.4","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb1-impl","2.1.4","2.1.5","[]","[]","0","0","No Change","0"
"com.sun.xml.bind:jaxb1-impl","2.1.5","2.1.6","[]","[]","0","0","No Change","0"
"com.sun.xml.stream.buffer:streambuffer","0.4","0.5","[]","[]","0","0","No Change","0"
"com.sun.xml.stream.buffer:streambuffer","0.5","0.6","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-rt","2.1","2.1.1","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-rt","2.1.1","2.1.2","[""com.sun.org.apache.xml.internal:resolver""]","[]","1","0","Changed","1"
"com.sun.xml.ws:jaxws-rt","2.1.2","2.1.2.1","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-rt","2.1.2.1","2.1.2-M1","[]","[""com.sun.org.apache.xml.internal:resolver""]","0","1","Changed","-1"
"com.sun.xml.ws:jaxws-rt","2.1.2-M1","2.1.1-RC1","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-rt","2.1.1-RC1","2.1.2-alpha-20070426","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-tools","2.1","2.1.1","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-tools","2.1.1","2.1.2","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-tools","2.1.2","2.1.2.1","[]","[""javax.xml.ws:jaxws-api""]","0","1","Changed","-1"
"com.sun.xml.ws:jaxws-tools","2.1.2.1","2.1.1-RC1","[""javax.xml.ws:jaxws-api""]","[]","1","0","Changed","1"
"com.sun.xml.ws:jaxws-tools","2.1.1-RC1","2.1.2-M1","[]","[]","0","0","No Change","0"
"com.sun.xml.ws:jaxws-tools","2.1.2-M1","2.1.2-alpha-20070426","[]","[]","0","0","No Change","0"
"com.sun.xsom:xsom","20070323","20070514","[]","[]","0","0","No Change","0"
"com.sun.xsom:xsom","20070514","20070515","[""com.sun.xml:relaxngDatatype""]","[]","1","0","Changed","1"
"com.thoughtworks.paranamer:paranamer","1.0","1.1","[]","[""asm:asm""]","0","1","Changed","-1"
"com.thoughtworks.paranamer:paranamer","1.1","1.0.1","[""asm:asm""]","[]","1","0","Changed","1"
"com.thoughtworks.paranamer:paranamer","1.0.1","1.1.1","[]","[""asm:asm""]","0","1","Changed","-1"
"com.thoughtworks.paranamer:paranamer","1.1.1","1.0-RC-2","[""asm:asm""]","[]","1","0","Changed","1"
"com.thoughtworks.paranamer:paranamer","1.0-RC-2","1.0-RC-1","[""org.apache.maven:maven-plugin-api"",""ant:ant"",""qdox:qdox""]","[]","3","0","Changed","3"
"com.thoughtworks.paranamer:paranamer","1.0-RC-1","1.0-beta","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer","1.0-beta","1.0-beta-1","[]","[""asm:asm""]","0","1","Changed","-1"
"com.thoughtworks.paranamer:paranamer","1.0-beta-1","1.0-beta-2","[""asm:asm""]","[]","1","0","Changed","1"
"com.thoughtworks.paranamer:paranamer-ant","1.0","1.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-ant","1.1","1.0.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-ant","1.0.1","1.1.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-ant","1.1.1","1.0-RC-2","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-asm","1.0","1.0.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-asm","1.0.1","1.0-RC-2","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-distribution","1.1","1.0.1","[""com.thoughtworks.paranamer:paranamer-asm""]","[]","1","0","Changed","1"
"com.thoughtworks.paranamer:paranamer-distribution","1.0.1","1.1.1","[]","[""com.thoughtworks.paranamer:paranamer-asm""]","0","1","Changed","-1"
"com.thoughtworks.paranamer:paranamer-generator","1.0","1.1","[]","[""com.thoughtworks.paranamer:paranamer""]","0","1","Changed","-1"
"com.thoughtworks.paranamer:paranamer-generator","1.1","1.0.1","[""com.thoughtworks.paranamer:paranamer-asm""]","[""asm:asm""]","1","1","Changed","0"
"com.thoughtworks.paranamer:paranamer-generator","1.0.1","1.1.1","[""asm:asm""]","[""com.thoughtworks.paranamer:paranamer-asm""]","1","1","Changed","0"
"com.thoughtworks.paranamer:paranamer-generator","1.1.1","1.0-RC-2","[""qdox:qdox"",""com.thoughtworks.paranamer:paranamer""]","[""asm:asm"",""com.thoughtworks.qdox:qdox""]","2","2","Changed","0"
"com.thoughtworks.paranamer:paranamer-maven-plugin","1.0","1.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-maven-plugin","1.1","1.0.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-maven-plugin","1.0.1","1.1.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-maven-plugin","1.1.1","1.0-RC-2","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-parent","1.0","1.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-parent","1.1","1.0.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-parent","1.0.1","1.1.1","[]","[]","0","0","No Change","0"
"com.thoughtworks.paranamer:paranamer-parent","1.1.1","1.0-RC-2","[]","[]","0","0","No Change","0"
"com.thoughtworks.qdox:qdox","1.6.2","1.6.3","[]","[]","0","0","No Change","0"
"com.webtide.hightide:auctiondemo","6.1H.4-beta","6.1H.5-beta","[]","[]","0","0","No Change","0"
"com.webtide.hightide:auctiondemo","6.1H.5-beta","6.1H.7","[]","[]","0","0","No Change","0"
"com.webtide.hightide:auctiondemo","6.1H.7","6.1H.6","[]","[]","0","0","No Change","0"
"com.webtide.hightide:hightide","6.1H.4-beta","6.1H.6","[]","[]","0","0","No Change","0"
