"LibraryID","PreviousVersion","NewestVersion","AddedDeps","RemovedDeps","AddedDepsCount","RemovedDepsCount","Change","NetChange"
"activemq:activemq","3.2.2","3.2.3","[""concurrent:concurrent"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""junit:junit"",""log4j:log4j"",""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-jta"",""commons-logging:commons-logging"",""geronimo-spec:geronimo-spec-jms""]","[]","8","0","Changed","8"
"activemq:activemq","3.2.3","3.2.4","[""org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec"",""org.apache.geronimo.specs:geronimo-jsp_2.0_spec"",""org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec"",""org.apache.geronimo.specs:geronimo-j2ee-connector_1.5_spec"",""org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec"",""org.apache.geronimo.specs:geronimo-jms_1.1_spec"",""org.apache.derby:derbynet"",""org.apache.geronimo.specs:geronimo-servlet_2.4_spec"",""org.apache.derby:derby""]","[""geronimo-spec:geronimo-spec-j2ee-jacc"",""incubator-derby:derby"",""geronimo-spec:geronimo-spec-j2ee-connector"",""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-jta"",""geronimo-spec:geronimo-spec-jsp"",""geronimo-spec:geronimo-spec-jms"",""geronimo-spec:geronimo-spec-servlet"",""incubator-derby:derbynet""]","9","9","Changed","0"
"activemq:activemq-core","3.2.2","3.2.3","[""geronimo-spec:geronimo-spec-jta"",""junit:junit"",""log4j:log4j"",""concurrent:concurrent"",""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-jms"",""commons-logging:commons-logging""]","[]","8","0","Changed","8"
"activemq:activemq-core","3.2.3","3.2.4","[""org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec"",""org.apache.derby:derby"",""org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec"",""org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec"",""org.apache.geronimo.specs:geronimo-jms_1.1_spec""]","[""geronimo-spec:geronimo-spec-jta"",""incubator-derby:derby"",""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-jms""]","5","5","Changed","0"
"activemq:activemq-core","3.2.4","test-3.2.2","[]","[""jmock:jmock"",""commons-logging:commons-logging"",""howl:howl-logger"",""activemq:smack"",""activemq:smackx"",""commons-pool:commons-pool"",""concurrent:concurrent"",""org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec"",""junit:junit"",""commons-primitives:commons-primitives"",""org.apache.derby:derby"",""log4j:log4j"",""org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec"",""org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec"",""stax:stax"",""springframework:spring"",""org.apache.geronimo.specs:geronimo-jms_1.1_spec"",""hsqldb:hsqldb"",""xalan:xalan"",""stax:stax-api"",""cglib:cglib-full"",""activesoap:jaxp-api"",""activeio:activeio"",""xmlbeans:xbean_xpath"",""xmlbeans:xmlpublic"",""commons-collections:commons-collections"",""xmlbeans:xbean"",""commons-dbcp:commons-dbcp"",""axion:axion"",""regexp:regexp"",""jmock:jmock-cglib"",""activecluster:activecluster"",""javacc:javacc""]","0","33","Changed","-33"
"activemq:activemq-gbean","3.2.2","3.2.3","[""commons-logging:commons-logging"",""log4j:log4j"",""geronimo-spec:geronimo-spec-j2ee-management"",""junit:junit"",""geronimo-spec:geronimo-spec-jms"",""concurrent:concurrent"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-jta""]","[]","8","0","Changed","8"
"activemq:activemq-gbean","3.2.3","3.2.4","[""org.apache.geronimo.specs:geronimo-jms_1.1_spec"",""org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec"",""org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec"",""org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec""]","[""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-jms"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-jta""]","4","4","Changed","0"
"activemq:activemq-gbean","3.2.4","g1_1-3.2.4","[""geronimo:geronimo-connector"",""activemq:activemq-gbean-management-g1_1""]","[""activemq:activemq-gbean-management""]","2","1","Changed","1"
"activemq:activemq-gbean-management","3.2.2","3.2.3","[""geronimo-spec:geronimo-spec-jta"",""junit:junit"",""geronimo-spec:geronimo-spec-jms"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""log4j:log4j"",""concurrent:concurrent"",""geronimo-spec:geronimo-spec-j2ee-management"",""commons-logging:commons-logging""]","[]","8","0","Changed","8"
"activemq:activemq-gbean-management","3.2.3","3.2.4","[""org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec"",""org.apache.geronimo.specs:geronimo-jms_1.1_spec"",""org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec"",""org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec""]","[""geronimo-spec:geronimo-spec-jta"",""geronimo-spec:geronimo-spec-jms"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-j2ee-management""]","4","4","Changed","0"
"activemq:activemq-gbean-management","3.2.4","g1_1-3.2.4","[]","[]","0","0","No Change","0"
"activemq:activemq-optional","3.2.2","3.2.3","[""junit:junit"",""log4j:log4j"",""geronimo-spec:geronimo-spec-jms"",""concurrent:concurrent"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-jta"",""commons-logging:commons-logging""]","[]","8","0","Changed","8"
"activemq:activemq-optional","3.2.3","3.2.4","[""org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec"",""org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec"",""org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec"",""org.apache.geronimo.specs:geronimo-jms_1.1_spec"",""org.apache.geronimo.specs:geronimo-j2ee-connector_1.5_spec"",""org.apache.geronimo.specs:geronimo-servlet_2.4_spec""]","[""geronimo-spec:geronimo-spec-jms"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-jta"",""geronimo-spec:geronimo-spec-j2ee-connector"",""geronimo-spec:geronimo-spec-servlet""]","6","6","Changed","0"
"activemq:activemq-ra","3.2.2","3.2.3","[""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-jta"",""log4j:log4j"",""junit:junit"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-jms"",""concurrent:concurrent"",""commons-logging:commons-logging""]","[]","8","0","Changed","8"
"activemq:activemq-ra","3.2.3","3.2.4","[""org.apache.derby:derby"",""org.apache.geronimo.specs:geronimo-j2ee-jacc_1.0_spec"",""org.apache.geronimo.specs:geronimo-jms_1.1_spec"",""org.apache.geronimo.specs:geronimo-j2ee-management_1.0_spec"",""org.apache.geronimo.specs:geronimo-jta_1.0.1B_spec"",""org.apache.geronimo.specs:geronimo-j2ee-connector_1.5_spec""]","[""geronimo-spec:geronimo-spec-j2ee-management"",""geronimo-spec:geronimo-spec-jta"",""incubator-derby:derby"",""geronimo-spec:geronimo-spec-j2ee-jacc"",""geronimo-spec:geronimo-spec-jms"",""geronimo-spec:geronimo-spec-j2ee-connector""]","6","6","Changed","0"
"activemq:activemq-web","3.2.2","3.2.3","[]","[]","0","0","No Change","0"
"activemq:activemq-web","3.2.3","3.2.4","[]","[]","0","0","No Change","0"
"args4j:args4j","2.0.2","2.0.3","[]","[]","0","0","No Change","0"
"args4j:args4j","2.0.3","2.0.4","[]","[]","0","0","No Change","0"
"args4j:args4j","2.0.4","2.0.5","[]","[]","0","0","No Change","0"
"args4j:args4j","2.0.5","2.0.6","[]","[]","0","0","No Change","0"
"args4j:args4j","2.0.6","2.0.7","[]","[]","0","0","No Change","0"
"args4j:args4j-tools","2.0.2","2.0.3","[]","[]","0","0","No Change","0"
"args4j:args4j-tools","2.0.3","2.0.4","[]","[]","0","0","No Change","0"
"args4j:args4j-tools","2.0.4","2.0.5","[]","[]","0","0","No Change","0"
"args4j:args4j-tools","2.0.5","2.0.6","[]","[]","0","0","No Change","0"
"args4j:args4j-tools","2.0.6","2.0.7","[]","[]","0","0","No Change","0"
"asm:asm","1.4.4","2.2.1","[]","[]","0","0","No Change","0"
"asm:asm","2.2.1","2.2.2","[]","[]","0","0","No Change","0"
"asm:asm","2.2.2","2.2.3","[]","[]","0","0","No Change","0"
"asm:asm","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"asm:asm-all","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"asm:asm-analysis","2.2.1","2.2.3","[]","[]","0","0","No Change","0"
"asm:asm-analysis","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"asm:asm-attrs","2.2.1","2.2.3","[]","[]","0","0","No Change","0"
"asm:asm-commons","2.2.1","2.2.2","[]","[""asm:asm""]","0","1","Changed","-1"
"asm:asm-commons","2.2.2","2.2.3","[""asm:asm-tree""]","[]","1","0","Changed","1"
"asm:asm-commons","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"asm:asm-parent","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"asm:asm-tree","2.2.1","2.2.3","[]","[]","0","0","No Change","0"
"asm:asm-tree","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"asm:asm-util","2.2.1","2.2.3","[""asm:asm-tree""]","[""asm:asm-attrs"",""asm:asm-analysis""]","1","2","Changed","-1"
"asm:asm-util","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"asm:asm-xml","2.2.1","2.2.3","[]","[]","0","0","No Change","0"
"asm:asm-xml","2.2.3","3.0_RC1","[]","[]","0","0","No Change","0"
"aspectj:aspectjlib","1.5.2","1.5.3","[]","[]","0","0","No Change","0"
"aspectj:aspectjlib","1.5.3","1.5.2a","[]","[]","0","0","No Change","0"
"aspectj:aspectjrt","1.5.2","1.5.3","[]","[]","0","0","No Change","0"
"aspectj:aspectjrt","1.5.3","1.5.2a","[]","[]","0","0","No Change","0"
"aspectj:aspectjtools","1.5.2","1.5.3","[]","[]","0","0","No Change","0"
"aspectj:aspectjtools","1.5.3","1.5.2a","[]","[]","0","0","No Change","0"
"aspectj:aspectjtools","1.5.2a","1.5.1a","[]","[]","0","0","No Change","0"
"aspectj:aspectjweaver","1.5.2","1.5.3","[]","[]","0","0","No Change","0"
"aspectj:aspectjweaver","1.5.3","1.5.2a","[]","[]","0","0","No Change","0"
"avalon-meta:avalon-meta-plugin","1.1","1.2","[]","[]","0","0","No Change","0"
"avalon-meta:avalon-meta-plugin","1.2","1.3","[]","[]","0","0","No Change","0"
"avalon-meta:avalon-meta-plugin","1.3","1.3.1","[]","[]","0","0","No Change","0"
"avalon-meta:avalon-meta-plugin","1.3.1","1.3.2","[]","[]","0","0","No Change","0"
"avalon-meta:avalon-meta-plugin","1.3.2","1.4.0","[]","[]","0","0","No Change","0"
"avalon-meta:avalon-meta-plugin","1.4.0","1.4.dev-0","[]","[]","0","0","No Change","0"
"avalon-util:avalon-util-plugin","1.0.0","1.0.dev-0","[]","[]","0","0","No Change","0"
"axis2:addressing","1.0","0.94","[]","[]","0","0","No Change","0"
"axis2:addressing","0.94","0.95","[]","[]","0","0","No Change","0"
"axis2:axis2","1.0","0.95","[]","[]","0","0","No Change","0"
"axis2:axis2-adb","1.0","0.94","[]","[]","0","0","No Change","0"
"axis2:axis2-adb","0.94","0.95","[]","[]","0","0","No Change","0"
"axis2:axis2-codegen","1.0","0.94","[]","[]","0","0","No Change","0"
"axis2:axis2-codegen","0.94","0.95","[]","[]","0","0","No Change","0"
"axis2:axis2-doom","0.94","0.95","[]","[]","0","0","No Change","0"
"axis2:axis2-kernel","1.0","0.95","[]","[]","0","0","No Change","0"
"backport-util-concurrent:backport-util-concurrent","1.0","2.1","[]","[]","0","0","No Change","0"
"backport-util-concurrent:backport-util-concurrent","2.1","2.2","[]","[]","0","0","No Change","0"
"backport-util-concurrent:backport-util-concurrent","2.2","3.0","[]","[]","0","0","No Change","0"
"batik:batik-awt-util","1.6","1.6-1","[""batik:batik-util""]","[]","1","0","Changed","1"
"batik:batik-bridge","1.6","1.6-1","[""batik:batik-svg-dom"",""batik:batik-script"",""batik:batik-gvt""]","[]","3","0","Changed","3"
"batik:batik-css","1.6","1.6-1","[""batik:batik-util""]","[]","1","0","Changed","1"
"batik:batik-dom","1.6","1.6-1","[""xerces:xercesImpl"",""batik:batik-xml"",""batik:batik-css""]","[]","3","0","Changed","3"
"batik:batik-ext","1.6","1.6-1","[""xml-apis:xmlParserAPIs""]","[]","1","0","Changed","1"
"batik:batik-extension","1.6","1.6-1","[""batik:batik-bridge""]","[]","1","0","Changed","1"
"batik:batik-gui-util","1.6","1.6-1","[""batik:batik-ext""]","[]","1","0","Changed","1"
"batik:batik-gvt","1.6","1.6-1","[""batik:batik-awt-util""]","[]","1","0","Changed","1"
"batik:batik-parser","1.6","1.6-1","[""batik:batik-awt-util""]","[]","1","0","Changed","1"
"batik:batik-rasterizer","1.6","1.6-1","[]","[""batik:batik-svg-dom"",""batik:batik-util"",""xerces:xercesImpl"",""batik:batik-script"",""batik:batik-gvt"",""batik:batik-xml"",""batik:batik-bridge"",""xml-apis:xmlParserAPIs"",""batik:batik-parser"",""batik:batik-dom"",""batik:batik-css"",""batik:batik-awt-util""]","0","12","Changed","-12"
"batik:batik-rasterizer-ext","1.6","1.6-1","[]","[""batik:batik-bridge"",""xml-apis:xmlParserAPIs"",""batik:batik-transcoder"",""xerces:xercesImpl"",""batik:batik-gvt"",""batik:batik-script"",""batik:batik-util"",""batik:batik-ext"",""rhino:js"",""batik:batik-xml"",""fop:fop"",""batik:batik-svg-dom"",""batik:batik-css"",""batik:batik-parser"",""batik:batik-gui-util"",""batik:batik-dom"",""batik:batik-awt-util""]","0","17","Changed","-17"
"batik:batik-script","1.6","1.6-1","[""batik:batik-svg-dom"",""rhino:js"",""batik:batik-gvt"",""batik:batik-bridge""]","[]","4","0","Changed","4"
"batik:batik-slideshow","1.6","1.6-1","[]","[""batik:batik-util"",""batik:batik-transcoder"",""xerces:xercesImpl"",""batik:batik-script"",""batik:batik-xml"",""batik:batik-swing"",""batik:batik-css"",""xml-apis:xmlParserAPIs"",""batik:batik-parser"",""rhino:js"",""batik:batik-ext"",""batik:batik-svg-dom"",""batik:batik-gvt"",""batik:batik-gui-util"",""batik:batik-dom"",""batik:batik-awt-util""]","0","16","Changed","-16"
"batik:batik-squiggle","1.6","1.6-1","[]","[""batik:batik-script"",""xml-apis:xmlParserAPIs"",""rhino:js"",""batik:batik-ext"",""batik:batik-gvt"",""batik:batik-gui-util"",""xerces:xercesImpl"",""batik:batik-dom"",""batik:batik-xml"",""batik:batik-util"",""batik:batik-svg-dom"",""batik:batik-parser"",""batik:batik-css"",""batik:batik-bridge"",""batik:batik-awt-util""]","0","15","Changed","-15"
"batik:batik-squiggle-ext","1.6","1.6-1","[]","[""batik:batik-bridge"",""batik:batik-util"",""batik:batik-transcoder"",""rhino:js"",""batik:batik-gvt"",""batik:batik-dom"",""batik:batik-ext"",""batik:batik-svg-dom"",""xml-apis:xmlParserAPIs"",""batik:batik-script"",""xerces:xercesImpl"",""fop:fop"",""batik:batik-xml"",""batik:batik-swing"",""batik:batik-gui-util"",""batik:batik-parser"",""batik:batik-css"",""batik:batik-awt-util""]","0","18","Changed","-18"
"batik:batik-svg-dom","1.6","1.6-1","[""batik:batik-parser"",""batik:batik-dom""]","[]","2","0","Changed","2"
"batik:batik-svggen","1.6","1.6-1","[""batik:batik-svg-dom"",""batik:batik-gvt""]","[]","2","0","Changed","2"
"batik:batik-svgpp","1.6","1.6-1","[]","[""xml-apis:xmlParserAPIs"",""batik:batik-ext"",""batik:batik-xml"",""xerces:xercesImpl"",""batik:batik-util"",""batik:batik-parser"",""batik:batik-dom""]","0","7","Changed","-7"
"batik:batik-swing","1.6","1.6-1","[""batik:batik-bridge""]","[]","1","0","Changed","1"
"batik:batik-transcoder","1.6","1.6-1","[""batik:batik-bridge"",""fop:fop""]","[]","2","0","Changed","2"
"batik:batik-ttf2svg","1.6","1.6-1","[]","[""batik:batik-util""]","0","1","Changed","-1"
"batik:batik-util","1.6","1.6-1","[""batik:batik-gui-util""]","[]","1","0","Changed","1"
"batik:batik-xml","1.6","1.6-1","[""batik:batik-util""]","[]","1","0","Changed","1"
"berkano:bean-displaytag","20050719.173622","20050725.114304","[]","[]","0","0","No Change","0"
"berkano:bean-displaytag","20050725.114304","20050725.182648","[]","[]","0","0","No Change","0"
"berkano:bean-displaytag","20050725.182648","20050805.043516","[]","[]","0","0","No Change","0"
"berkano:bean-displaytag","20050805.043516","20050901.201153","[]","[]","0","0","No Change","0"
"berkano:berkano-bookmarks","20050615.231330","20050616.013435","[]","[]","0","0","No Change","0"
"berkano:berkano-bookmarks","20050616.013435","20050725.113602","[""freemarker:freemarker""]","[]","1","0","Changed","1"
"berkano:berkano-bookmarks","20050725.113602","20050725.113911","[]","[]","0","0","No Change","0"
"berkano:berkano-bookmarks","20050725.113911","20050805.011555","[]","[]","0","0","No Change","0"
"berkano:berkano-bookmarks","20050805.011555","20050805.013557","[]","[]","0","0","No Change","0"
"berkano:berkano-bookmarks","20050805.013557","20050805.025210","[]","[]","0","0","No Change","0"
"berkano:berkano-bookmarks","20050805.025210","20050805.041842","[]","[]","0","0","No Change","0"
"berkano:berkano-kisstags","20050725.114535","20050805.043632","[]","[]","0","0","No Change","0"
"berkano:berkano-sample","20050725.140845","20050805.042356","[""nanocontainer:nanocontainer-persistence""]","[""opensymphony:sitemesh"",""opensymphony:osuser"",""opensymphony:propertyset"",""nanocontainer:nanocontainer-hibernate""]","1","4","Changed","-3"
"berkano:berkano-sample","20050805.042356","20050809.143823","[""commons-codec:commons-codec""]","[]","1","0","Changed","1"
"berkano:berkano-sample","20050809.143823","20050901.194056","[]","[]","0","0","No Change","0"
"berkano:berkano-seraph","20050725.114724","20050805.014037","[""commons-codec:commons-codec""]","[]","1","0","Changed","1"
"berkano:berkano-seraph","20050805.014037","20050805.025652","[]","[]","0","0","No Change","0"
"berkano:berkano-seraph","20050805.025652","20050805.042214","[]","[]","0","0","No Change","0"
"berkano:berkano-seraph-taglib","20050725.114823","20050805.043734","[]","[]","0","0","No Change","0"
"berkano:berkano-taglib-unit","20050725.114133","20050805.043337","[]","[]","0","0","No Change","0"
"berkano:berkano-taglib-unit","20050805.043337","20050901.201007","[]","[]","0","0","No Change","0"
"berkano:berkano-user","20050725.114629","20050805.011846","[]","[]","0","0","No Change","0"
"berkano:berkano-user","20050805.011846","20050805.013930","[]","[]","0","0","No Change","0"
"berkano:berkano-user","20050805.013930","20050805.025556","[]","[]","0","0","No Change","0"
"berkano:berkano-user","20050805.025556","20050805.042128","[]","[]","0","0","No Change","0"
"berkano:berkano-user-mgt-webwork","20050725.114919","20050805.014140","[]","[]","0","0","No Change","0"
"berkano:berkano-user-mgt-webwork","20050805.014140","20050805.025758","[]","[]","0","0","No Change","0"
"berkano:berkano-user-mgt-webwork","20050805.025758","20050805.042257","[]","[]","0","0","No Change","0"
"berkano:berkano-util","20050725.114415","20050805.011747","[""hibernate:antlr""]","[]","1","0","Changed","1"
"berkano:berkano-util","20050805.011747","20050805.013817","[]","[]","0","0","No Change","0"
"berkano:berkano-util","20050805.013817","20050805.025413","[]","[]","0","0","No Change","0"
"berkano:berkano-util","20050805.025413","20050805.042026","[""opensymphony:sitemesh""]","[]","1","0","Changed","1"
"boo:boo","0.7.6.2063","0.7.6.2136","[]","[]","0","0","No Change","0"
"boo:boo","0.7.6.2136","0.7.6.2144","[]","[]","0","0","No Change","0"
"boo:boo","0.7.6.2144","0.7.6.2150","[]","[]","0","0","No Change","0"
"bouncycastle:bcprov-jdk15","133","135","[]","[]","0","0","No Change","0"
"cactus:cactus","13-1.7.2","13-1.6dev","[]","[]","0","0","No Change","0"
"cactus:cactus","13-1.6dev","12-1.7.2","[]","[]","0","0","No Change","0"
"cactus:cactus-ant","12-1.7.2","13-1.7.2","[]","[]","0","0","No Change","0"
"cactus:cactus-ant","13-1.7.2","13-1.6dev","[]","[]","0","0","No Change","0"
"cactus:cactus-maven","1.6","1.7","[]","[]","0","0","No Change","0"
"cactus:cactus-maven","1.7","1.6.1","[]","[]","0","0","No Change","0"
"cactus:cactus-maven","1.6.1","1.7.1","[""commons-jelly:commons-jelly-tags-xml"",""rhino:js"",""commons-logging:commons-logging"",""nekohtml:nekohtml"",""xerces:xercesImpl"",""aspectj:aspectjrt"",""commons-beanutils:commons-beanutils"",""commons-jelly:commons-jelly-tags-ant"",""ant:ant"",""commons-jelly:commons-jelly"",""commons-httpclient:commons-httpclient"",""xerces:xmlParserAPIs"",""httpunit:httpunit"",""cargo:cargo"",""junit:junit"",""cactus:cactus-ant"",""cactus:cactus""]","[]","17","0","Changed","17"
"cactus:cactus-maven","1.7.1","1.7.2","[]","[]","0","0","No Change","0"
"cactus:cactus-maven","1.7.2","1.7dev-20040815","[]","[""commons-logging:commons-logging"",""xerces:xercesImpl"",""xerces:xmlParserAPIs"",""junit:junit"",""commons-beanutils:commons-beanutils"",""nekohtml:nekohtml"",""commons-jelly:commons-jelly-tags-ant"",""aspectj:aspectjrt"",""commons-jelly:commons-jelly-tags-xml"",""commons-jelly:commons-jelly"",""ant:ant"",""rhino:js"",""httpunit:httpunit"",""cargo:cargo"",""commons-httpclient:commons-httpclient"",""cactus:cactus-ant"",""cactus:cactus""]","0","17","Changed","-17"
"cactus:jakarta-cactus-integration-ant","13-1.5dev-20030325","13-1.5dev-20030329","[]","[]","0","0","No Change","0"
"cactus:jakarta-cactus-integration-ant","13-1.5dev-20030329","13-1.5dev-20030407","[]","[]","0","0","No Change","0"
"cactus:jakarta-cactus-integration-ant","13-1.5dev-20030407","13-1.5dev-20030426","[]","[]","0","0","No Change","0"
"cargo:cargo-maven-plugin","0.5","0.6","[]","[]","0","0","No Change","0"
"cargo:cargo-maven-plugin","0.6","0.7","[]","[]","0","0","No Change","0"
"castor:castor","1.0","1.0M3","[]","[]","0","0","No Change","0"
"castor:castor","1.0M3","1.0M4","[]","[]","0","0","No Change","0"
"castor:castor","1.0M4","1.0M2","[]","[]","0","0","No Change","0"
"ch.ethz.ganymed:ganymed-ssh2","build210","build209","[]","[]","0","0","No Change","0"
"ch.qos.logback:log4j-bridge","0.7","0.7.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback","0.3","0.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback","0.5","0.2.5","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-access","0.3","0.5","[]","[""com.caucho:resin""]","0","1","Changed","-1"
"ch.qos.logback:logback-access","0.5","0.6","[""hsqldb:hsqldb"",""janino:janino""]","[]","2","0","Changed","2"
"ch.qos.logback:logback-access","0.6","0.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-access","0.7","0.2.5","[""com.caucho:resin""]","[""janino:janino"",""hsqldb:hsqldb""]","1","2","Changed","-1"
"ch.qos.logback:logback-access","0.2.5","0.7.1","[""hsqldb:hsqldb"",""janino:janino""]","[""com.caucho:resin""]","2","1","Changed","1"
"ch.qos.logback:logback-classic","0.3","0.5","[""janino:janino"",""hsqldb:hsqldb"",""dom4j:dom4j"",""org.slf4j:slf4j-api""]","[]","4","0","Changed","4"
"ch.qos.logback:logback-classic","0.5","0.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.6","0.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-classic","0.7","0.2.5","[]","[""janino:janino"",""dom4j:dom4j"",""javax.mail:mail"",""hsqldb:hsqldb"",""org.slf4j:slf4j-api""]","0","5","Changed","-5"
"ch.qos.logback:logback-classic","0.2.5","0.7.1","[""hsqldb:hsqldb"",""javax.mail:mail"",""dom4j:dom4j"",""janino:janino"",""org.slf4j:slf4j-api""]","[]","5","0","Changed","5"
"ch.qos.logback:logback-core","0.3","0.5","[""javax.mail:mail""]","[]","1","0","Changed","1"
"ch.qos.logback:logback-core","0.5","0.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.6","0.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-core","0.7","0.2.5","[]","[""javax.mail:mail""]","0","1","Changed","-1"
"ch.qos.logback:logback-core","0.2.5","0.7.1","[""javax.mail:mail""]","[]","1","0","Changed","1"
"ch.qos.logback:logback-examples","0.6","0.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-examples","0.7","0.7.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.6","0.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-parent","0.7","0.7.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.5","0.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.6","0.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-site","0.7","0.7.1","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-skin","0.5","0.6","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-skin","0.6","0.7","[]","[]","0","0","No Change","0"
"ch.qos.logback:logback-skin","0.7","0.7.1","[]","[]","0","0","No Change","0"
"cobertura:cobertura-runtime","1.7","1.8","[]","[]","0","0","No Change","0"
"com.agical.rmock:rmock","2.0.0-rc-5","2.0.0-rc-6","[]","[]","0","0","No Change","0"
"com.agical.rmock:rmock-ext-gui","0.1.1","2.0.0-rc-6","[]","[]","0","0","No Change","0"
"com.agical.rmock:rmock-ext-tddoc","0.1.1","2.0.0-rc-6","[]","[]","0","0","No Change","0"
"com.canoo:webtest","1193","1393","[]","[]","0","0","No Change","0"
"com.cenqua.clover:clover","1.3.12","1.3.13","[]","[]","0","0","No Change","0"
"com.discursive.cas.extend:cas-extend-client-java","2.2","2.1.1","[]","[]","0","0","No Change","0"
"com.jcraft:jsch","0.1.24","0.1.25","[""com.jcraft:jzlib""]","[]","1","0","Changed","1"
"com.jcraft:jsch","0.1.25","0.1.27","[]","[]","0","0","No Change","0"
"com.jcraft:jsch","0.1.27","0.1.29","[]","[]","0","0","No Change","0"
"com.jgoodies:looks","2.0.1","2.0.4","[]","[]","0","0","No Change","0"
"com.lowagie:itext","1.3","1.4","[]","[]","0","0","No Change","0"
"com.lowagie:itext","1.4","0.99","[]","[]","0","0","No Change","0"
"com.lowagie:itext","0.99","1.1.4","[]","[]","0","0","No Change","0"
"com.lowagie:itext","1.1.4","1.2.3","[]","[]","0","0","No Change","0"
"com.lowagie:itext","1.2.3","1.3.1","[]","[]","0","0","No Change","0"
"com.lowagie:itext","1.3.1","1.4.8","[]","[]","0","0","No Change","0"
"com.lowagie:itext","1.4.8","1.02b","[]","[]","0","0","No Change","0"
"com.melloware:jintellitype","1.0","1.1","[]","[]","0","0","No Change","0"
"com.mergere.mvnbook.proficio:proficio","0.8","0.9","[]","[]","0","0","No Change","0"
"com.mergere.mvnbook.proficio:proficio-api","0.8","0.9","[""com.mergere.mvnbook.proficio:proficio-model""]","[]","1","0","Changed","1"
"com.mysql:management","1.1.6","5-0-2-beta","[""aspectj:aspectjrt"",""aspectj:aspectjtools""]","[]","2","0","Changed","2"
"com.oracle:classes12","8.1.7","9.0.2.0.0","[]","[]","0","0","No Change","0"
"com.oracle:classes12","9.0.2.0.0","10.2.0.2.0","[]","[]","0","0","No Change","0"
